Name,Quantidade,DoseValor,Preço_limpo,Infos,Cluster,TipoPreco,TipoDose
Cygnus D,10.0,50000.0,801.29,Cápsula mole,0,Alto,Alta
Cygnus D,4.0,7000.0,49.28,Cápsula mole,0,Baixo,Alta
Cygnus D,8.0,50000.0,641.01,Cápsula mole,0,Alto,Alta
Cloridrato de Duloxetina Ranbaxy,30.0,60.0,404.86,Cápsula dura de liberação retardada,0,Médio,Média
Cloridrato de Duloxetina Ranbaxy,60.0,60.0,809.78,Cápsula dura de liberação retardada,0,Alto,Média
Cloridrato de Duloxetina Ranbaxy,500.0,60.0,6748.53,Cápsula dura de liberação retardada,0,,Média
Cetoconazol + Betametasona + Sulfato de Neomicina Pharlab,30.0,20.0,41.64,Creme dermatológico,0,Baixo,Baixa
Cetoconazol + Betametasona + Sulfato de Neomicina Pharlab,30.0,20.0,38.75,Pomada dermatológica,0,Baixo,Baixa
Canabidiol Prati-Donaduzzi,30.0,200.0,93.98,Solução oral,0,Baixo,Média
Canabidiol Prati-Donaduzzi,30.0,20.0,93.98,Solução oral,0,Baixo,Baixa
Canabidiol Prati-Donaduzzi,30.0,50.0,93.98,Solução oral,0,Baixo,Baixa
Colágeno Carti Master,60.0,40.0,93.98,Cápsula,0,Baixo,Baixa
Complexo B 12 EMS,20.0,15.0,29.03,Comprimido revestido,0,Baixo,Baixa
Complexo B 12 EMS,30.0,1.5,39.9,Xarope,0,Baixo,Baixa
Complexo B 12 EMS,20.0,5.45,40.02,Comprimido revestido,0,Baixo,Baixa
Concor Anlo,30.0,5.0,98.22,Comprimido,0,Baixo,Baixa
Concor Anlo,30.0,5.0,109.52,Comprimido,0,Médio,Baixa
Concor Anlo,30.0,10.0,109.52,Comprimido,0,Médio,Baixa
Concor Anlo,30.0,10.0,120.88,Comprimido,0,Médio,Baixa
Capzat,60.0,150.0,765.24,Comprimido revestido,0,Alto,Média
Capzat,120.0,500.0,4277.04,Comprimido revestido,0,,Alta
Cloridrato de Irinotecano Chemicaltech,30.0,20.0,93.98,Solução injetável,0,Baixo,Baixa
Cloridrato de Irinotecano Chemicaltech,30.0,20.0,93.98,Solução injetável,0,Baixo,Baixa
Cloridrato de Donepezila Dr. Reddy's,10.0,5.0,176.63,Comprimido revestido,0,Médio,Baixa
Cloridrato de Gencitabina Chemicaltech,30.0,200.0,181.1,Pó para solução injetável,0,Médio,Média
Cloridrato de Gencitabina Chemicaltech,30.0,1000.0,901.27,Pó para solução injetável,0,Alto,Alta
Cloridrato de Loperamida Pharmascience,12.0,2.0,6.75,Comprimido,0,Baixo,Baixa
Cloridrato de Loperamida Pharmascience,200.0,2.0,67.17,Comprimido,0,Baixo,Baixa
Cloridrato de Loperamida Pharmascience,200.0,2.0,90.02,Comprimido,0,Baixo,Baixa
Clotrimazol Belfar,30.0,10.0,1172.99,Solução tópica,0,Alto,Baixa
Clotrimazol Belfar,30.0,10.0,782.01,Solução tópica,0,Alto,Baixa
Clotrimazol Belfar,30.0,10.0,1760.31,Solução tópica,0,Alto,Baixa
Clotrimazol Belfar,30.0,10.0,805.6,Creme dermatológico,0,Alto,Baixa
Clotrimazol Belfar,30.0,10.0,23.44,Solução tópica,0,Baixo,Baixa
Clotrimazol Belfar,30.0,10.0,15.64,Solução tópica,0,Baixo,Baixa
Clotrimazol Belfar,30.0,10.0,34.4,Solução tópica,0,Baixo,Baixa
Clotrimazol Belfar,30.0,10.0,16.1,Creme dermatológico,0,Baixo,Baixa
Cefalexina Suspensão Oral FURP,30.0,50.0,93.98,Pó para suspensão oral,0,Baixo,Baixa
Cefalexina Suspensão Oral FURP,30.0,5.0,0.0,Pó para suspensão oral,0,,Baixa
Colágeno Hidrolisado Sidney Oliveira,60.0,1.339,93.98,Comprimido,0,Baixo,Baixa
Colágeno Hidrolisado Sidney Oliveira,30.0,1.339,93.98,Comprimido,0,Baixo,Baixa
Cabergolina Sun Pharma,2.0,0.5,91.9,Comprimido,0,Baixo,Baixa
Cabergolina Sun Pharma,8.0,0.5,317.82,Comprimido,0,Médio,Baixa
Cloridrato de Olopatadina Ranbaxy,30.0,1.0,45.66,Solução oftálmica (colírio),0,Baixo,Baixa
Cloridrato de Olopatadina Ranbaxy,30.0,2.0,45.66,Solução oftálmica (colírio),0,Baixo,Baixa
Cloridrato de Tramadol Fresenius Kabi,30.0,50.0,332.38,Solução injetável,0,Médio,Baixa
Cloridrato de Tramadol Fresenius Kabi,30.0,50.0,438.0,Solução injetável,0,Médio,Baixa
Celecoxibe Sandoz,10.0,200.0,34.67,Cápsula dura,0,Baixo,Média
Celecoxibe Sandoz,30.0,200.0,79.49,Cápsula dura,0,Baixo,Média
Ceci,28.0,2.0,140.04,Comprimido revestido,0,Médio,Baixa
Ceci,84.0,2.0,420.12,Comprimido revestido,0,Médio,Baixa
Cefoxitina Sódica Fresenius Kabi,30.0,1.0,652.85,Pó para solução injetável,0,Alto,Baixa
Cefoxitina Sódica Fresenius Kabi,25.0,1.0,793.46,Pó para solução injetável,0,Alto,Baixa
Cefoxitina Sódica Fresenius Kabi,1.0,1.0,1586.96,Pó para solução injetável,0,Alto,Baixa
Cloridrato de Prometazina Belfar,30.0,20.0,11.54,Creme dermatológico,0,Baixo,Baixa
Cloridrato de Prometazina Belfar,30.0,20.0,703.52,Creme dermatológico,0,Alto,Baixa
Cloridrato de Prometazina Belfar,30.0,20.0,1407.02,Creme dermatológico,0,Alto,Baixa
Cloreto de Potássio Citopharma,30.0,191.0,93.98,Solução injetável,0,Baixo,Média
Cloreto de Potássio Citopharma,30.0,191.0,103.14,Solução injetável,0,Médio,Média
Cloreto de Potássio Citopharma,30.0,191.0,206.26,Solução injetável,0,Médio,Média
Cloreto de Sódio Citopharma,30.0,200.0,2752.37,Solução injetável,0,Alto,Média
Cloreto de Sódio Citopharma,30.0,200.0,1376.18,Solução injetável,0,Alto,Média
Cloreto de Sódio Citopharma,30.0,200.0,550.45,Solução injetável,0,Alto,Média
Cloridrato de Metoclopramida Hipolabor,30.0,4.0,1.82,Solução oral (gotas),0,Baixo,Baixa
Cloridrato de Metoclopramida Hipolabor,30.0,4.0,415.09,Solução oral (gotas),0,Médio,Baixa
Ceftriona,1.0,500.0,93.98,Pó para solução injetável,0,Baixo,Alta
Ceftriona,30.0,1.0,93.98,Pó para solução injetável,0,Baixo,Baixa
Ceftriona,30.0,500.0,869.99,Pó para solução injetável,0,Alto,Alta
Ceftriona,30.0,1.0,3993.55,Pó para solução injetável,0,,Baixa
Cloridrato de Cefepima Fresenius Kabi,10.0,1.0,756.62,Pó para solução injetável,0,Alto,Baixa
Cloridrato de Cefepima Fresenius Kabi,10.0,2.0,1375.93,Pó para solução injetável,0,Alto,Baixa
Cloridrato de Cefepima Fresenius Kabi,50.0,1.0,93.98,Pó para solução injetável,0,Baixo,Baixa
Cloridrato de Amiodarona Fresenius Kabi,30.0,50.0,115.15,Solução injetável,0,Médio,Baixa
Cloridrato de Amiodarona Fresenius Kabi,30.0,50.0,230.31,Solução injetável,0,Médio,Baixa
Cloridrato de Midazolam Fresenius Kabi,30.0,1.0,318.05,Solução injetável,0,Médio,Baixa
Cloridrato de Midazolam Fresenius Kabi,30.0,5.0,682.77,Solução injetável,0,Alto,Baixa
Cloridrato de Midazolam Fresenius Kabi,30.0,5.0,1607.67,Solução injetável,0,Alto,Baixa
Cloridrato de Metilfenidato Eurofarma - Momenta,30.0,10.0,32.27,Comprimido,0,Baixo,Baixa
Cloridrato de Metilfenidato Eurofarma - Momenta,60.0,10.0,63.01,Comprimido,0,Baixo,Baixa
Cloridrato de Remifentanila Eurofarma - Momenta,5.0,2.0,282.04,Pó para solução injetável,0,Médio,Baixa
Cloridrato de Remifentanila Eurofarma - Momenta,25.0,2.0,1410.2,Pó para solução injetável,0,Alto,Baixa
Cloridrato de Venlafaxina Sandoz,30.0,37.5,58.73,Cápsula dura de liberação prolongada,0,Baixo,Baixa
Cloridrato de Venlafaxina Sandoz,30.0,75.0,86.47,Cápsula dura,0,Baixo,Média
Cloridrato de Venlafaxina Sandoz,60.0,75.0,115.09,Cápsula dura de liberação prolongada,0,Médio,Média
Cloridrato de Venlafaxina Sandoz,30.0,150.0,138.47,Cápsula dura de liberação prolongada,0,Médio,Média
Cloridrato de Venlafaxina Sandoz,60.0,150.0,192.49,Cápsula dura de liberação prolongada,0,Médio,Média
Cloridrato de Donepezila Novartis,30.0,5.0,109.49,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila Novartis,30.0,10.0,119.82,Comprimido revestido,0,Médio,Baixa
Cisauni,30.0,2.0,43.14,Solução injetável,0,Baixo,Baixa
Cisauni,30.0,2.0,215.79,Solução injetável,0,Médio,Baixa
Cisauni,30.0,2.0,863.12,Solução injetável,0,Alto,Baixa
Cisauni,30.0,2.0,80.99,Solução injetável,0,Baixo,Baixa
Cisauni,30.0,2.0,405.03,Solução injetável,0,Médio,Baixa
Cisauni,30.0,2.0,1620.13,Solução injetável,0,Alto,Baixa
Cisauni,30.0,2.0,2157.89,Solução injetável,0,Alto,Baixa
Cisauni,30.0,2.0,4050.38,Solução injetável,0,,Baixa
Cloridrato de Sertralina Globo Pharma,30.0,50.0,48.72,Comprimido revestido,0,Baixo,Baixa
Cloridrato de Sertralina Globo Pharma,30.0,100.0,97.57,Comprimido revestido,0,Baixo,Média
Cloridrato de Venlafaxina Multilab,30.0,150.0,435.95,Cápsula dura de liberação prolongada,0,Médio,Média
Cloridrato de Venlafaxina Multilab,30.0,37.5,131.29,Cápsula dura de liberação prolongada,0,Médio,Baixa
Cloridrato de Venlafaxina Multilab,30.0,75.0,307.37,Cápsula dura de liberação prolongada,0,Médio,Média
Corament MMX,10.0,9.0,315.02,Comprimido revestido de liberação modificada,0,Médio,Baixa
Corament MMX,20.0,9.0,629.98,Comprimido revestido de liberação modificada,0,Alto,Baixa
Corament MMX,30.0,9.0,944.98,Comprimido revestido de liberação modificada,0,Alto,Baixa
Cloridrato de Tansulosina Neo Química,30.0,0.4,126.74,Comprimido revestido de liberação prolongada,0,Médio,Baixa
Cloridrato de Tansulosina Neo Química,60.0,0.4,253.53,Comprimido revestido de liberação prolongada,0,Médio,Baixa
Cloridrato de Sertralina Torrent,30.0,100.0,195.34,Comprimido revestido,0,Médio,Média
Colágeno Hidrolisado + Vitamina C Take Care,60.0,500.0,93.98,Cápsula,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,10.0,1000.0,25.93,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,15.0,1000.0,38.92,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,20.0,1000.0,51.88,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,30.0,1000.0,77.8,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,60.0,1000.0,155.65,Comprimido revestido,0,Médio,Alta
Cloridrato de Metformina + Glimepirida EMS,10.0,1000.0,37.66,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,15.0,1000.0,56.51,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,20.0,1000.0,75.34,Comprimido revestido,0,Baixo,Alta
Cloridrato de Metformina + Glimepirida EMS,30.0,1000.0,113.0,Comprimido revestido,0,Médio,Alta
Cloridrato de Metformina + Glimepirida EMS,60.0,1000.0,226.02,Comprimido revestido,0,Médio,Alta
Cientific Synovial,30.0,40.0,93.98,Solução injetável,0,Baixo,Baixa
Cientific Synovial,30.0,60.0,93.98,Solução injetável,0,Baixo,Média
Cloridrato de Clonidina BioChimico,30.0,150.0,153.42,Solução injetável,0,Médio,Média
Cloridrato de Clonidina BioChimico,30.0,150.0,184.1,Solução injetável,0,Médio,Média
Cloridrato de Clonidina BioChimico,30.0,150.0,306.81,Solução injetável,0,Médio,Média
Cloridrato de Epirrubicina Chemicaltech,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Cloridrato de Epirrubicina Chemicaltech,30.0,2.0,93.98,Solução injetável,0,Baixo,Baixa
Coagadex,30.0,250.0,1521.61,Pó para solução injetável,0,Alto,Alta
Coagadex,30.0,500.0,3043.23,Pó para solução injetável,0,,Alta
Cloridrato de Metformina Geolab,30.0,850.0,24.76,Comprimido,0,Baixo,Alta
Cloridrato de Metformina Geolab,1000.0,850.0,825.94,Comprimido,0,Alto,Alta
Cloridrato de Metformina Geolab,500.0,850.0,401.75,Comprimido,0,Médio,Alta
Citobê,8.0,100.0,93.98,Comprimido revestido,0,Baixo,Média
Citobê,30.0,5000.0,87.69,Comprimido revestido,0,Baixo,Alta
Citobê,8.0,5000.0,25.81,Comprimido revestido,0,Baixo,Alta
Citobê,60.0,5000.0,193.54,Comprimido revestido,0,Médio,Alta
Candizol,1.0,150.0,93.98,Cápsula,0,Baixo,Média
Candizol,2.0,150.0,93.98,Cápsula,0,Baixo,Média
Cloridrato de Tramadol + Paracetamol Neo Química,10.0,37.5,39.07,Comprimido revestido,0,Baixo,Baixa
Cloridrato de Tramadol + Paracetamol Neo Química,20.0,37.5,78.17,Comprimido revestido,0,Baixo,Baixa
Cloridrato de Tramadol + Paracetamol Neo Química,30.0,37.5,108.21,Comprimido revestido,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,2.0,164.81,Solução injetável,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,7.5,188.65,Solução injetável,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,10.0,255.22,Solução injetável,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,2.0,164.81,Solução injetável,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,2.0,824.14,Solução injetável,0,Alto,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,7.5,188.65,Solução injetável,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,10.0,255.22,Solução injetável,0,Médio,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,10.0,1276.14,Solução injetável,0,Alto,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,2.0,1648.25,Solução injetável,0,Alto,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,7.5,1886.57,Solução injetável,0,Alto,Baixa
Cloridrato de Ropivacaína BioChimico,30.0,10.0,2552.26,Solução injetável,0,Alto,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina EMS,7.0,10.0,115.49,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina EMS,7.0,10.0,129.96,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina EMS,7.0,10.0,136.9,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina EMS,7.0,10.0,136.9,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina EMS,30.0,10.0,586.8,Comprimido revestido,0,Alto,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina EMS,60.0,10.0,1173.58,Comprimido revestido,0,Alto,Baixa
Cetoconazol Creme Globo Pharma,30.0,20.0,93.98,Creme dermatológico,0,Baixo,Baixa
Cetoconazol Creme Globo Pharma,30.0,0.02,21.2,Creme dermatológico,0,Baixo,Baixa
Cefalexina Cápsula EMS,10.0,500.0,34.75,Cápsula dura,0,Baixo,Alta
Cefalexina Cápsula EMS,8.0,500.0,27.83,Cápsula dura,0,Baixo,Alta
Ciclosporina Sandoz,50.0,25.0,138.15,Cápsula mole,0,Médio,Baixa
Ciclosporina Sandoz,50.0,50.0,276.36,Cápsula mole,0,Médio,Baixa
Ciclosporina Sandoz,50.0,100.0,469.56,Cápsula mole,0,Médio,Média
Ciclosporina Sandoz,30.0,100.0,479.71,Solução oral,0,Médio,Média
Cloridrato de Donepezila + Cloridrato de Memantina Multilab,7.0,10.0,115.49,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina Multilab,7.0,10.0,129.96,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina Multilab,7.0,10.0,136.9,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina Multilab,7.0,10.0,136.9,Comprimido revestido,0,Médio,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina Multilab,30.0,10.0,586.8,Comprimido revestido,0,Alto,Baixa
Cloridrato de Donepezila + Cloridrato de Memantina Multilab,60.0,10.0,1173.58,Comprimido revestido,0,Alto,Baixa
Coristina D Pro,8.0,400.0,24.03,Comprimido,0,Baixo,Alta
Coristina D Pro,16.0,400.0,40.88,Comprimido,0,Baixo,Alta
Coristina D Pro,4.0,400.0,635.22,Comprimido,0,Alto,Alta
Coxeto,7.0,60.0,73.88,Comprimido revestido,0,Baixo,Média
Coxeto,14.0,60.0,146.66,Comprimido revestido,0,Médio,Média
Coxeto,3.0,90.0,35.34,Comprimido revestido,0,Baixo,Média
Coxeto,5.0,90.0,58.89,Comprimido revestido,0,Baixo,Média
Coxeto,7.0,90.0,82.46,Comprimido revestido,0,Baixo,Média
Coxeto,14.0,90.0,163.46,Comprimido revestido,0,Médio,Média
Cloridrato de Tramadol + Paracetamol Zydus Nikkho,30.0,37.5,108.17,Comprimido revestido,0,Médio,Baixa
Cloridrato de Tramadol + Paracetamol Zydus Nikkho,10.0,37.5,36.05,Comprimido revestido,0,Baixo,Baixa
Cloridrato de Tramadol + Paracetamol Zydus Nikkho,20.0,37.5,72.12,Comprimido revestido,0,Baixo,Baixa
Cloridrato de Tramadol + Paracetamol Zydus Nikkho,60.0,37.5,216.37,Comprimido revestido,0,Médio,Baixa
Calminex Diclo,30.0,11.6,37.58,Solução dermatológica,0,Baixo,Baixa
Calminex Diclo,30.0,11.6,35.43,Gel,0,Baixo,Baixa
Cronocor,30.0,25.0,66.8,Comprimido,0,Baixo,Baixa
Cronocor,30.0,3.125,47.63,Comprimido,0,Baixo,Baixa
Cronocor,30.0,6.25,46.28,Comprimido,0,Baixo,Baixa
Cronocor,30.0,12.5,46.28,Comprimido,0,Baixo,Baixa
Cronocor,60.0,25.0,133.56,Comprimido,0,Médio,Baixa
Cloridrato de Venlafaxina Teuto,30.0,75.0,277.18,Cápsula dura de liberação prolongada,0,Médio,Média
Cloridrato de Venlafaxina Teuto,30.0,150.0,393.15,Cápsula dura de liberação prolongada,0,Médio,Média
Cloridrato De Moxifloxacino Germed Pharma,5.0,400.0,157.09,Comprimido revestido,0,Médio,Alta
Cloridrato De Moxifloxacino Germed Pharma,7.0,400.0,219.92,Comprimido revestido,0,Médio,Alta
Cloridrato de Memantina Novartis,60.0,10.0,131.61,Comprimido revestido,0,Médio,Baixa
Cloridrato de Memantina Novartis,50.0,10.0,109.68,Comprimido revestido,0,Médio,Baixa
Cloridrato de Metilfenidato Teva,30.0,18.0,185.21,Comprimido revestido de liberação prolongada,0,Médio,Baixa
Cloridrato de Metilfenidato Teva,30.0,36.0,251.66,Comprimido revestido de liberação prolongada,0,Médio,Baixa
Cloridrato de Metilfenidato Teva,30.0,54.0,251.68,Comprimido revestido de liberação prolongada,0,Médio,Média
Cloridrato de Ondansetrona Medley,10.0,8.0,48.01,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Medley,10.0,4.0,24.37,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Moxifloxacino Comprimido Geolab,5.0,400.0,148.81,Comprimido revestido,0,Médio,Alta
Cloridrato de Moxifloxacino Comprimido Geolab,7.0,400.0,188.27,Comprimido revestido,0,Médio,Alta
Cloridrato de Moxifloxacino Injetável Eurofarma - Momenta,30.0,1.6,164.96,Solução injetável,0,Médio,Baixa
Cloridrato de Moxifloxacino Injetável Eurofarma - Momenta,30.0,1.6,1649.72,Solução injetável,0,Alto,Baixa
Cetoconazol Comprimido Geolab,10.0,200.0,38.28,Comprimido,0,Baixo,Média
Cetoconazol Comprimido Geolab,30.0,200.0,114.85,Comprimido,0,Médio,Média
Cetoconazol Comprimido Geolab,500.0,200.0,1504.37,Comprimido,0,Alto,Média
Cetoconazol Comprimido Geolab,60.0,200.0,229.69,Comprimido,0,Médio,Média
Cetoconazol Comprimido Geolab,90.0,200.0,344.56,Comprimido,0,Médio,Média
Cetoconazol Comprimido Geolab,450.0,200.0,1353.94,Comprimido,0,Alto,Média
Cloridrato de Ondansetrona Althaia,10.0,8.0,51.16,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,10.0,4.0,26.02,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,30.0,8.0,153.52,Comprimido orodispersível,0,Médio,Baixa
Cloridrato de Ondansetrona Althaia,30.0,4.0,78.02,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,4.0,4.0,10.4,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,8.0,4.0,20.81,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,60.0,4.0,156.08,Comprimido orodispersível,0,Médio,Baixa
Cloridrato de Ondansetrona Althaia,100.0,4.0,260.13,Comprimido orodispersível,0,Médio,Baixa
Cloridrato de Ondansetrona Althaia,120.0,4.0,312.16,Comprimido orodispersível,0,Médio,Baixa
Cloridrato de Ondansetrona Althaia,240.0,4.0,624.32,Comprimido orodispersível,0,Alto,Baixa
Cloridrato de Ondansetrona Althaia,480.0,4.0,1248.68,Comprimido orodispersível,0,Alto,Baixa
Cloridrato de Ondansetrona Althaia,4.0,8.0,20.47,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,8.0,8.0,40.93,Comprimido orodispersível,0,Baixo,Baixa
Cloridrato de Ondansetrona Althaia,60.0,8.0,307.04,Comprimido orodispersível,0,Médio,Baixa
Cloridrato de Ondansetrona Althaia,100.0,8.0,511.74,Comprimido orodispersível,0,Alto,Baixa
Cloridrato de Ondansetrona Althaia,120.0,8.0,614.11,Comprimido orodispersível,0,Alto,Baixa
Cloridrato de Ondansetrona Althaia,240.0,8.0,1228.19,Comprimido orodispersível,0,Alto,Baixa
Cloridrato de Ondansetrona Althaia,480.0,8.0,2456.4,Comprimido orodispersível,0,Alto,Baixa
Cloridrato de Donepezila Biolab Genéricos,30.0,5.0,529.93,Comprimido revestido,0,Alto,Baixa
Cloridrato de Donepezila Biolab Genéricos,30.0,10.0,588.84,Comprimido revestido,0,Alto,Baixa
Ceftriaxona Dissódica Hemieptaidratada Fresenius Kabi,1.0,500.0,853.88,Pó para solução injetável,0,Alto,Alta
Ceftriaxona Dissódica Hemieptaidratada Fresenius Kabi,1.0,1.0,2773.95,Pó para solução injetável,0,Alto,Baixa
Cloridrato de Fexofenadina Germed Pharma,10.0,120.0,52.58,Comprimido revestido,0,Baixo,Média
Cloridrato de Fexofenadina Germed Pharma,10.0,180.0,75.59,Comprimido revestido,0,Baixo,Média
Cilostazol Legrand,8.0,50.0,4.88,Comprimido,0,Baixo,Baixa
Cilostazol Legrand,15.0,50.0,9.18,Comprimido,0,Baixo,Baixa
Cilostazol Legrand,30.0,50.0,18.33,Comprimido,0,Baixo,Baixa
Cilostazol Legrand,60.0,50.0,33.55,Comprimido,0,Baixo,Baixa
Cilostazol Legrand,8.0,100.0,10.49,Comprimido,0,Baixo,Média
Cilostazol Legrand,15.0,100.0,19.69,Comprimido,0,Baixo,Média
Cilostazol Legrand,30.0,100.0,39.36,Comprimido,0,Baixo,Média
Cilostazol Legrand,60.0,100.0,67.39,Comprimido,0,Baixo,Média
Clariscan,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Clariscan,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Clariscan,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Clariscan,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Clariscan,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Clariscan,30.0,0.5,93.98,Solução injetável,0,Baixo,Baixa
Cronidor Agener União,10.0,12.0,93.98,Comprimido,0,Baixo,Baixa
Cronidor Agener União,10.0,40.0,93.98,Comprimido,0,Baixo,Baixa
Cronidor Agener União,10.0,80.0,93.98,Comprimido,0,Baixo,Média
Coledue R,10.0,10.0,57.28,Cápsula dura,0,Baixo,Baixa
Coledue R,10.0,10.0,59.25,Cápsula dura,0,Baixo,Baixa
Coledue R,30.0,20.0,181.73,Cápsula dura,0,Médio,Baixa
Coledue R,30.0,10.0,171.81,Cápsula dura,0,Médio,Baixa
Coledue R,10.0,10.0,57.93,Cápsula dura,0,Baixo,Baixa
Coledue R,30.0,10.0,175.77,Cápsula dura,0,Médio,Baixa
Cardalis para Cães,30.0,2.5,93.98,Comprimido,0,Baixo,Baixa
Cardalis para Cães,30.0,10.0,93.98,Comprimido,0,Baixo,Baixa
Cardalis para Cães,30.0,5.0,93.98,Comprimido,0,Baixo,Baixa
Carprodyl Ceva,14.0,25.0,93.98,Comprimido,0,Baixo,Baixa
Carprodyl Ceva,14.0,75.0,93.98,Comprimido,0,Baixo,Média
Carprodyl Ceva,14.0,100.0,93.98,Comprimido,0,Baixo,Média
Compaz Injetável,30.0,5.0,95.14,Solução injetável,0,Baixo,Baixa
Compaz Injetável,30.0,5.0,38.33,Solução injetável,0,Baixo,Baixa
Cloridrato de Gencitabina Fresenius Kabi,1.0,200.0,181.09,Pó para solução injetável,0,Médio,Média
Cloridrato de Gencitabina Fresenius Kabi,1.0,1.0,901.25,Pó para solução injetável,0,Alto,Baixa
Cloridrato de Memantina EMS,10.0,10.0,90.07,Comprimido revestido,0,Baixo,Baixa
Cloridrato de Memantina EMS,30.0,10.0,270.18,Comprimido revestido,0,Médio,Baixa
Cloridrato de Memantina EMS,60.0,10.0,540.37,Comprimido revestido,0,Alto,Baixa
Cloridrato de Memantina EMS,90.0,10.0,810.54,Comprimido revestido,0,Alto,Baixa
Cloridrato de Memantina EMS,15.0,20.0,270.06,Comprimido revestido,0,Médio,Baixa
Cloridrato de Memantina EMS,30.0,20.0,540.15,Comprimido revestido,0,Alto,Baixa
Cloridrato de Memantina EMS,60.0,20.0,1080.28,Comprimido revestido,0,Alto,Baixa
Cloridrato de Clonidina Halex Istar,30.0,150.0,32.41,Solução injetável,0,Baixo,Média
Cloridrato de Clonidina Halex Istar,30.0,150.0,64.81,Solução injetável,0,Baixo,Média
Cloridrato de Clonidina Halex Istar,30.0,150.0,162.05,Solução injetável,0,Médio,Média
Cloridrato de Clonidina Halex Istar,30.0,150.0,324.12,Solução injetável,0,Médio,Média
Cloridrato de Clonidina Halex Istar,30.0,150.0,648.25,Solução injetável,0,Alto,Média
Ciprofloxacino Beker,30.0,2.0,9819.59,Solução injetável,0,,Baixa
Ciprofloxacino Beker,30.0,2.0,9105.95,Solução injetável,0,,Baixa
Ciprofloxacino Beker,30.0,2.0,1842.37,Solução injetável,0,Alto,Baixa
Ciprofloxacino Beker,30.0,2.0,5527.12,Solução injetável,0,,Baixa
Ciprofloxacino Beker,30.0,2.0,2731.79,Solução injetável,0,Alto,Baixa
Ciprofloxacino Beker,30.0,2.0,7284.77,Solução injetável,0,,Baixa
Cloridrato De Ivabradina Torrent,8.0,5.0,16.48,Comprimido revestido,0,Baixo,Baixa
Cilostazol Germed Pharma,8.0,50.0,4.88,Comprimido,0,Baixo,Baixa
Cilostazol Germed Pharma,15.0,50.0,9.18,Comprimido,0,Baixo,Baixa
Cilostazol Germed Pharma,30.0,50.0,18.33,Comprimido,0,Baixo,Baixa
Cilostazol Germed Pharma,60.0,50.0,36.65,Comprimido,0,Baixo,Baixa
Cilostazol Germed Pharma,8.0,100.0,10.49,Comprimido,0,Baixo,Média
